연도,구분,업체명,소재지,매칭_행정구역,X좌표,Y좌표,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율)
2020,폐업,여초주유소,경상남도 창녕군 여초길16 (창녕읍),경상남도 창녕군 창녕읍,128.5091002,35.50527025,16105,52648,12,122.38
2020,휴업,(주)용봉주유소,강원도 강릉시 경강로1377-3 (성산면),강원특별자치도 강릉시 성산면,128.8326906,37.72116311,3412,12489,3,133.94
2020,휴업,부경에너지(주)만복드림주유소,부산광역시 북구 만덕대로170 (덕천동),부산광역시 북구 덕천1동,129.0233895,35.21308673,11944,74754,1,86.82
2020,폐업,금오동주유소,경기도 의정부시 금오로14 (금오동),경기도 의정부시 자금동,127.0674237,37.75332009,25758,61249,0,91.23
2020,휴업,산외주유소,경상남도 밀양시 산외로690 (산외면),경상남도 밀양시 산외면,128.8383411,35.50991966,3216,13013,8,97.64
2020,휴업,장안주유소,전라남도 장흥군 흥성로1490 (장동면),전라남도 장흥군 장동면,126.9932118,34.74586539,1063,841,0,113.83
2020,휴업,구도일주유소 한라,제주특별자치도 제주시 평화로2692 (애월읍),제주특별자치도 제주시 애월읍,126.4341346,33.44511431,37245,51187,197,145.36
2020,폐업,(주)일광에너비스제2주유소,인천광역시 연수구 비류대로123 (옥련동),인천광역시 연수구 옥련2동,126.6488458,37.43048349,19532,60971,0,64.61
2020,휴업,대웅에너지,대전광역시 중구 대종로557 (선화동),대전광역시 중구 은행선화동,127.4208338,36.33243259,13975,98950,41,275.42
2020,휴업,동우주유소,경기도 평택시 평남로84 (신대동),경기도 평택시 원평동,127.061381,37.00137693,14361,72474,0,73.25
2020,휴업,우리주유소,충청북도 음성군 대금로607 (대소면),충청북도 음성군 대소면,127.5048869,36.96827488,19778,8676,25,152.85
2020,휴업,(주)발산주유소,서울특별시 강서구 강서로291 (내발산동),서울특별시 강서구 발산1동,126.8358845,37.5517785,34799,190133,5,184.83
2020,휴업,극동유화(주)역전주유소,충청북도 청주시 흥덕구 청주역로314 (정봉동),충청북도 청주시 흥덕구 강서1동,127.3905252,36.64290127,30676,31253,9,116.77
2020,휴업,고향주유소,전라북도 완주군 하이1길1 (용진읍),전북특별자치도 완주군 용진읍,127.1745736,35.86191638,10038,27659,0,103.61
2020,휴업,고곡주유소,경상남도 창녕군 박진로992 (남지읍),경상남도 창녕군 남지읍,128.4311717,35.44175468,11877,1404,10,106.93
2020,휴업,신남직영주유소,경기도 화성시 남양로581 (남양읍),경기도 화성시 남양읍,126.8215113,37.19138333,59487,16675,14,112.34
2020,폐업,금창주유소,경상남도 진주시 천수로296 (신안동),경상남도 진주시 신안동,128.0737541,35.18530775,11580,11808,4,128.15
2020,휴업,흥국주유소,경상남도 창녕군 동포옛길3 (남지읍),경상남도 창녕군 남지읍,128.4820362,35.39056237,11877,5891,10,106.93
2020,폐업,성동에너지(주) 장한주유소,경기도 포천시 호국로3060 (영중면),경기도 포천시 영중면,127.2479365,38.01504274,5026,16637,4,182.05
2020,폐업,동일석유(주)직영 남부주유소,서울특별시 강남구 선릉로34 (개포동),서울특별시 강남구 개포2동,127.0607763,37.48283889,39231,203917,0,32.98
2020,휴업,대통령주유소,전라북도 남원시 춘향로266 (용정동),전북특별자치도 남원시 향교동,127.3792097,35.43254449,6808,6707,10,161.57
2020,휴업,광장주유소,전라북도 남원시 춘향로296 (용정동),전북특별자치도 남원시 향교동,127.3784236,35.4351225,6808,6707,10,161.57
2020,휴업,형제주유소,경상북도 문경시 매봉로101 (모전동),경상북도 문경시 점촌5동,128.183854,36.59151537,15639,9696,11,114.27
2020,휴업,삼성주유소,경상북도 영주시 신재로640 (안정면),경상북도 영주시 안정면,128.5499362,36.85317345,2920,15722,1,143.49
2020,폐업,상동주유소,대구광역시 수성구 수성로93 (상동),대구광역시 수성구 상동,128.6112164,35.83380459,14676,63177,4,110.45
2020,휴업,(주)소모에너지엔테크놀러지 뉴양주주유소,경기도 양주시 감악산로355 (남면),경기도 양주시 남면,126.970534,37.8935106,7751,7040,4,210.04
2020,폐업,용강주유소,경상북도 경주시 산업로4494 (용강동),경상북도 경주시 용강동,129.2298817,35.8807514,25201,25475,0,66.74
2020,휴업,대현주유소,충청남도 천안시 동남구 충절로704 (목천읍),충청남도 천안시 동남구 목천읍,127.1906757,36.76770301,24065,113437,25,98.57
2020,폐업,(주)발산주유소,서울특별시 강서구 강서로291 (내발산동),서울특별시 강서구 발산1동,126.8358845,37.5517785,34799,190133,5,184.83
2020,폐업,(주)한일주유소,인천광역시 남동구 경인로561번길1 (간석동),인천광역시 남동구 간석4동,126.7006573,37.4634381,29333,145280,2,76.53
2020,휴업,주식회사 남강OK주유소,대전광역시 대덕구 대전로1312 (읍내동),대전광역시 대덕구 회덕동,127.4207837,36.37087427,11296,98950,2,130.93
2020,휴업,주식회사 청주관문주유소,충청북도 청주시 서원구 청남로1894 (미평동),충청북도 청주시 서원구 분평동,127.4787448,36.60262557,28816,28239,0,77.11
2020,휴업,대경주유소,광주광역시 북구 북문대로257 (동림동),광주광역시 북구 동림동,126.8641752,35.18722499,22901,143400,0,63.01
2020,휴업,선진주유소,충청남도 예산군 상덕로515 (고덕면),충청남도 예산군 고덕면,126.7556886,36.75768179,4707,3979,1,125.35
2020,휴업,신영주유소,울산광역시 울주군 웅촌로81 (웅촌면),울산광역시 울주군 웅촌면,129.1944618,35.44241554,8725,15330,3,211
2020,휴업,극동고속주유소,경상남도 밀양시 밀양대로1645 (부북면),경상남도 밀양시 부북면,128.7546598,35.47374535,5252,12233,8,146.61
2020,폐업,대곡주유소,경상남도 진주시 남강로2438번길54 (대곡면),경상남도 진주시 대곡면,128.1683754,35.26170965,3131,4004,3,118.81
2020,폐업,하늘안주유소,충청남도 천안시 동남구 신방남부길87 (신방동),충청남도 천안시 동남구 신방동,127.1290121,36.76829296,43783,18346,1,93.74
2020,폐업,태양주유소,전라남도 무안군 공항로494 (현경면),전라남도 무안군 현경면,126.4349881,35.01270336,4172,1095,1,140.7
2020,휴업,㈜프로포지테크 직영 우리주유소,경기도 시흥시 황고개로311 (군자동),경기도 시흥시 군자동,126.7868392,37.35912523,21080,100901,3,73.96
2020,폐업,호남산업(주)호남산업주유소,전라남도 순천시 중앙로391 (가곡동),전라남도 순천시 삼산동,127.484552,34.98015119,28506,31469,7,82.33
2020,폐업,팔봉주유소,강원도 홍천군 팔봉산로1231 (서면),강원특별자치도 홍천군 서면,127.6967861,37.7148049,3511,9051,104,263.17
2020,폐업,관촌대원주유소,전라북도 임실군 사선로83 (관촌면),전북특별자치도 임실군 관촌면,127.2680052,35.6773267,2923,31692,4,196.03
2020,휴업,덕암주유소,충청남도 논산시 계백로1760 (부적면),충청남도 논산시 부적면,127.1685832,36.21387841,3532,25202,3,171.29
2020,휴업,상주고속주유소,경상북도 상주시 경상대로2771 (신봉동),경상북도 상주시 신흥동,128.1516608,36.39463626,9973,4320,0,101.37
2020,휴업,제일주유소,전라북도 남원시 요천로715 (주생면),전북특별자치도 남원시 주생면,127.312828,35.37248894,1627,6242,0,145.05
2020,휴업,상주고속주유소,경상북도 상주시 경상대로2771 (신봉동),경상북도 상주시 신흥동,128.1516608,36.39463626,9973,4320,0,101.37
2020,폐업,파란주유소,강원도 춘천시 춘천로236 (효자동),강원특별자치도 춘천시 효자3동,127.7400778,37.87826006,5060,26024,0,172.53
2020,폐업,엄궁주유소,부산광역시 사상구 낙동대로746 (엄궁동),부산광역시 사상구 엄궁동,128.9695996,35.12752999,24686,134118,7,104.23
2020,휴업,꼭두방재주유소,경상북도 포항시 북구 죽장면 새마을로 4590,경상북도 포항시 북구 죽장면,129.0551932,36.22266651,2658,1938,2,100.45
2020,휴업,금오주유소,경상남도 창녕군 우포2로657 (대합면),경상남도 창녕군 대합면,128.4438811,35.57229291,3892,54659,5,142.6
2020,휴업,역곡주유소,경기도 부천시 부일로820 (역곡동),경기도 부천시 원미구 역곡1동,126.819227,37.48995939,16792,190133,5,81.11
2020,휴업,GS칼텍스(주)국제공항터미널점,인천광역시 중구 공항동로465번길9 (운서동),인천광역시 중구 운서동,126.45991,37.4869097,36359,76027,45,104.13
2020,폐업,고객주유소,울산광역시 남구 두왕로77 (두왕동),울산광역시 남구 옥동,129.308427,35.51022437,24377,20222,0,104.93
2020,폐업,삼양주유소,대구광역시 남구 성당로220 (대명동),대구광역시 남구 대명3동,128.5740907,35.85248906,11423,66579,6,154.34
2020,휴업,테마주유소,경상북도 고령군 대가야로955 (쌍림면),경상북도 고령군 쌍림면,128.2519156,35.70792196,3292,8769,1,128.8
2020,휴업,(주)새서울석유 철산주유소,경기도 광명시 오리로883 (철산동),경기도 광명시 철산3동,126.8645702,37.47594354,35640,113301,9,64.39
2020,휴업,대웅주유소,경상북도 울진군 불영계곡로1525 (금강송면),경상북도 울진군 금강송면,129.2396591,36.93468171,1083,306,0,97.88
2020,휴업,현대오일뱅크(주)직영 한내천주유소,경기도 포천시 호국로1376 (어룡동),경기도 포천시 포천동,127.1882933,37.88158026,19274,40502,16,129.97
2020,휴업,단구주유소,강원도 원주시 치악로1464 (단구동),강원특별자치도 원주시 단구동,127.9702152,37.31646118,42402,36457,12,104.78
2020,휴업,동원주유소,경상북도 청송군 진보로176 (진보면),경상북도 청송군 진보면,129.0510092,36.52856101,5994,6329,8,160.66
2020,휴업,울산컨트리주유소,울산광역시 울주군 웅촌로29 (웅촌면),울산광역시 울주군 웅촌면,129.1912307,35.43805228,8725,15330,3,211
2020,휴업,(유)신보금주유소,전라남도 영암군 대불로184 (삼호읍),전라남도 영암군 삼호읍,126.3870356,34.74676672,30828,7694,40,113.4
2020,폐업,팔팔주유소,충청북도 음성군 대금로1861 (금왕읍),충청북도 음성군 금왕읍,127.6350924,36.99997405,22411,37970,21,144.3
2020,휴업,(주)대지산주유소,경기도 용인시 수지구 대지로92 (죽전동),경기도 용인시 수지구 죽전3동,127.1193609,37.32979927,28768,48710,0,83.91
2020,휴업,이케이에너지(주)평택,경기도 평택시 청원로49 (청북읍),경기도 평택시 청북읍,126.9392386,37.04064274,28391,21009,4,114.12
2020,폐업,안골셀프주유소,전라북도 전주시 덕진구 안덕원로307 (인후동1가),전북특별자치도 전주시 덕진구 인후1동,127.1605095,35.83794868,17425,27659,5,70.65
2020,폐업,오죽헌주유소,강원도 강릉시 율곡로2996 (교동),강원특별자치도 강릉시 교2동,128.8921846,37.7699367,7268,36978,71,167.03
2020,휴업,김정현주유소,전라남도 나주시 영산로4735 (다시면),전라남도 나주시 다시면,126.6605276,35.01200229,3363,5189,0,166.52
2020,휴업,남제천IC주유소,충청북도 제천시 청풍호로294 (산곡동),충청북도 제천시 화산동,128.1984892,37.10583222,14568,21738,35,136.81
2020,휴업,Art shop 가좌IC주유소,인천광역시 서구 백범로706 (가좌동),인천광역시 서구 가좌4동,126.6791853,37.48296729,11704,216843,0,103.55
2020,휴업,칠갑산주유소,충청남도 청양군 칠갑산로1580 (정산면),충청남도 청양군 정산면,126.9240253,36.41522829,3306,4632,3,153.66
2020,휴업,굿모닝주유소,충청남도 천안시 서북구 봉정로246 (성정동),충청남도 천안시 서북구 성정2동,127.1445319,36.82389788,27081,54979,40,141.58
2020,휴업,대경주유소,경상북도 김천시 아포대로763 (아포읍),경상북도 김천시 아포읍,128.2122267,36.15740397,7663,48913,11,140.81
2020,폐업,화랑제1주유소,경상북도 경주시 호국로1807 (안강읍),경상북도 경주시 안강읍,129.1143899,35.98918634,22467,1468,18,109.54
2020,폐업,지에스칼텍스㈜ 초동주유소,서울특별시 중구 마른내로31 (초동),서울특별시 중구 을지로동,126.9914594,37.56516994,3272,67898,42,2663.2
2020,휴업,청룡주유소,경상북도 영천시 호국로253 (조교동),경상북도 영천시 동부동,128.9649097,35.97859225,27772,12030,4,91.5
2020,휴업,새영남주유소,경상북도 김천시 아포대로1351-11 (아포읍),경상북도 김천시 아포읍,128.2740051,36.15514537,7663,4416,11,140.81
2020,휴업,우리주유소,충청북도 음성군 대금로607 (대소면),충청북도 음성군 대소면,127.5048869,36.96827488,19778,8676,25,152.85
2020,폐업,포곡농협주유소,기도 용인시 처인구 포곡읍 포곡로246번길 8,경기도 용인시 처인구 포곡읍,127.2297893,37.27641596,32744,41062,12,121
2020,휴업,뉴시티당진주유소,충청남도 당진시 서해로4909 (정미면),충청남도 당진시 정미면,126.5820516,36.83741826,4421,20609,0,110.38
2020,휴업,무지개셀프주유소,울산광역시 남구 산업로515 (여천동),울산광역시 남구 야음장생포동,129.3468425,35.52810519,8939,23213,5,228.66
2020,휴업,운곡주유소,충청남도 청양군 청신로452 (운곡면),충청남도 청양군 운곡면,126.830062,36.48817493,2087,4748,0,106.37
2020,휴업,(주)소노호텔앤리조트 내린천(서울방향)주유소,강원도 인제군 상남면 서울양양고속도로 117,강원특별자치도 인제군 상남면,128.2882703,37.91753226,1891,3912,5,129.56
2020,폐업,그린주유소,광주광역시 북구 하서로189 (양산동),광주광역시 북구 양산동,126.8765255,35.19235674,36333,143400,0,97.93
2020,폐업,신기주유소,충북 청주시 청원구 북이면 신기초정로 68,,127.5485642,36.73500185,,31574,,
2020,폐업,포곡농협주유소,경기도 용인시 처인구 포곡읍 포곡로246번길 8,경기도 용인시 처인구 포곡읍,127.2297893,37.27641596,32744,41062,12,121
2020,휴업,형제주유소,경기도 화성시 효행로751 (안녕동),경기도 화성시 화산동,127.0128895,37.20269092,27596,25487,2,98.28
2020,폐업,에이제이에너지(주)직영 천안주유소,충청남도 천안시 동남구 만남로138 (신부동),충청남도 천안시 동남구 신안동,127.1641083,36.82429735,49621,163427,41,100.34
2020,휴업,광신석유(주)직영 양정주유소,부산광역시 부산진구 동평로359 (양정동),부산광역시 부산진구 양정1동,129.0644619,35.17507426,19458,74754,8,101.04
2020,휴업,장미주유소,경상북도 김천시 영남대로1634 (평화동),경상북도 김천시 평화남산동,128.1130224,36.12964405,7139,3531,28,200.87
2020,폐업,광하주유소,강원도 정선군 정선로582 (정선읍),강원특별자치도 정선군 정선읍,128.6198712,37.36280591,9556,819,13,160.84
2020,휴업,청양주유소,충청남도 청양군 칠갑산로271 (청양읍),충청남도 청양군 청양읍,126.8064363,36.45079881,10464,4748,16,193.52
2020,휴업,(주)원탑코리아 주유소,인천광역시 남동구 석정로544 (간석동),인천광역시 남동구 간석4동,126.6961231,37.46553452,29333,145280,2,76.53
2020,휴업,경일석유(주)직영삼방주유소,서울특별시 서초구 사평대로364 (서초동),서울특별시 서초구 서초4동,127.0231934,37.50373093,28327,203917,1,147.56
2020,휴업,한결주유소 성사점,경기도 고양시 덕양구 호국로730 (성사동),경기도 고양시 덕양구 성사2동,126.8326221,37.65217787,10317,40350,0,62.81
2020,휴업,고려주유소,부산광역시 서구 원양로208 (암남동),부산광역시 서구 암남동,129.008801,35.06981321,15256,134118,45,120.28
2020,폐업,태평양주유소,대전광역시 유성구 한밭대로376 (궁동),대전광역시 유성구 온천2동,127.3410931,36.36291541,54074,75255,5,87.75
2020,폐업,행정타운주유소,대전광역시 유성구 한밭대로458 (궁동),대전광역시 유성구 온천2동,127.3497489,36.3598163,54074,75255,5,87.75
